Course Id,Title,Description,Credits,Learning Goals,Distribution Requirements,CO,CW,G,L,Q,A,FS,H,NS,SS,3+3/4+3 Early Assurance Program with the Drexel University-Thomas Kline School of Law,4+4 Admissions Early Interview Program with the New York Institute of Technology College of,"Anthropology, B.A.","Anthropology: Environmental Anthropology Concentration, B.A.","Art History, B.A.","Art: Studio Art, B.A.","Biology, B.A.","Chemistry, B.A.","Communications, B.A.","Communications, B.A.: Digital Production and Cinema Studies Concentration","Communications, B.A.: Journalism and Public Relations Concentration","Communications, B.A.: Media Studies Concentration","Economics, B.A.","English: Creative Writing Track, B.A.","English: Literature Track, B.A.","Environmental Studies, B.A.","Fine Arts, B.A.","French, B.A.","History, B.A.","Interdisciplinary Studies, B.A.","International Studies: Business Track, B.A.","International Studies: Political Science Track, B.A.","Latin American Studies, B.A.","Liberal Studies, B.A.","Literature, B.A.","Mathematics, B.A.","Philosophy, B.A.","Physics, B.A.","Political Science, B.A.","Psychology, B.A.","Social Science: Psychology and Human Service Professions Concentration, B.A.","Social Science: Social Cultural Studies Concentration, B.A.","Sociology, B.A.","Spanish, B.A.",4+4 Early Acceptance Program (EAP) with the LECOM School of Dental Medicine,"Dentistry, B.A./B.S./D.D.S. (NYU)",General Education & Core Requirements,"Law, B.A./B.S./J.D. (Albany)","Medicine, B.A./B.S./D.O. (Lake Erie College of Osteopathic Medicine - LECOM)","Medicine, B.A./B.S./D.O. (Philadelphia College of Osteopathic Medicine - PCOM )","Medicine, B.A./B.S./D.O.( NEW YORK INSTITUTE OF TECHNOLOGY COLLEGE OF OSTEOPATHIC MEDICINE-NYITCOM)","Optometry, B.S./O.D. (SUNY College of Optometry)","Pre-Engineering, B.A./B.S./M.S. (Columbia)",Scholar Teacher Education Program (STEP): Teaching English to Speakers of Other Languages (TESOL) 5-Year B.A./M.A. or B.S./M.A.,The 4+4 Collaborative Affiliation Agreement with the Buffalo School of Pharmacy and Pharmaceutical Sciences,"The Scholar Teacher Education Program (STEP), B.A. or B.S/M.A.","Veterinary Medicine, B.A. or B.S./D.V.M. (Ross University School of Veterinary Medicine)","Accounting, B.B.A.","Management, B.B.A.","Management: Finance Specialization, B.B.A.","Management: Human Resource Management Specialization, B.B.A.","Management: Management Information Systems Specialization, B.B.A.","Management: Marketing Specialization, B.B.A.",Accounting Five Year B.B.A./M.B.A.,"Art and Design Education, B.F.A.","Art Education (Pre-K-12), B.F.A.","Art: Studio Art, B.F.A.","Art: Studio Art, Graphic Design Concentration, B.F.A.","Dance, B.F.A.","Theatre Arts: Acting, B.F.A.","Theatre Arts: Design/Technology, B.F.A.","Accelerated Nursing Program, leading to the B.S. in Nursing","Biochemistry, B.S.","Biology, B.S.","Business, B.S. (through College of Professional and Continuing Studies)","Chemistry, B.S.","Communication Sciences and Disorders, B.S.","Computer and Management Information Systems, B.S.","Computer and Management Information Systems: Game Development Concentration, B.S.","Computer and Management Information Systems: Information Security Concentration, B.S.",Computer Science B.S.,"Criminal Justice, B.S.","Emergency Services Administration, B.S.","Exercise Science, B.S.","Finance, B.S.","Interdisciplinary Studies, B.S.","Marketing, B.S.","Mathematics, B.S.","Music Education, B.S.","Music, B.S.","Music: Composition Concentration, B.S.","Music: Vocal Performance Concentration, B.S.","Natural Sciences, B.S.","Neuroscience, B.S. - Cognitive Neuroscience Concentration","Neuroscience, B.S. - Molecular Neuroscience Concentration","Nursing, B.S.","Nursing, R.N. to B.S.","Physical Activity Studies, B.S.","Physical Education and Health Education, B.S.","Physical Education: Teaching, B.S.","Physical Therapy, B.S./D.P.T. (New York Institute of Technology)","Physical Therapy, B.S./D.P.T. (New York Medical College)","Physics, B.S.","Podiatry, B.S./D.P.M (New York College of Podiatric Medicine - NYCPM )","Sport Management, B.S.","ANSWER Program Leading to Bachelor of Social Work, B.S.W.","Social Work, B.S.W.","Social Work: Child and Family Studies Concentration, B.S.W."
0204-267,"Business Communications 
For Students Matriculating Fall 2016 or later, this course can fulfill either CW or CO Learning Goal,but not both. ""Open to Sophmores,Juniors,Seniors Only"" For majors only",,3,"LearningGoal(s): CW,CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0302-309,"Interdisciplinary Communication And Education

For majors only",,3,LearningGoal(s): CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0803-410,"Instruction and Assessment in the Visual Arts
To be taken in semester prior to student teaching. 50 Hours Field-Work Students must post a completed fieldwork log to Moodle",,3,LearningGoal(s): CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0803-510,"Instruction and Assessment in The Visual Arts
50 hours of Fieldwork required",,3,LearningGoal(s): CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0811-103,Writing & Rhetoric,,4,"LearningGoal(s): CW,CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0876-110,Oral Communication in the Professional World,,3,LearningGoal(s): CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0876-112,Public Speaking,,3,LearningGoal(s): CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083-102,Modern Condition II,,4,LearningGoal(s): CW,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-223,Archaeology of New World,,3,"LearningGoal(s): CW,G",Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-227,Peoples of the North,,3,"LearningGoal(s): CW,G",Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0105-423,"Physiological and Molecular Aspects of Nutrition
Meets Capstone Experience requirements if taken during last 2 semesters. Open to juniors and seniors. Students may not get additional credit for Nursing 265 Capstone Course",,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0105-438,"Microbial Ecology-Capstone
Students must have completed 20 credits of coursework in Biology in order to register for this class Students must have completed 20 credits of courseworküin Biology in order to register for this class Students must have completed 20 credits of coursework inüBiology on order to register for this class",,4,"LearningGoal(s): L,CW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0105-465,"Cell Biology II: Advanced Topics
Prerequisite:Permission of the instructor, or one of the following:BIO 365,BIO 304,BIO 504,CHE 471,CHE 472 Capstone Course",,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0105-475,"Senior Seminar: Topics in Biology-Capstone
Meets Capsone requirements if taken during either of the last two semesters of a student's baccalaureate degree program.Students must have taken 20 credits in Biology to register Capstone Course",,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0105-499,"Guided Research: Capstone Experience 
Pre-requisite: A total of 22 completed biology credits in Biology. See advisor for restrictions on credits",,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0105-516,"Behavioral Ecology
Pre-requisites or equivalent and one additional Biology coures, or Permission of Instructor",,4,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0108-207,Press and Society,,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0108-208,Newswriting I,,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0108-209,Newswriting I I,,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0108-216,Feature Writing,,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0108-252,"Writing the Sports Story
This course is slotted under the Journalism Concentration within the Communication Major",,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0108-316,Writing for Magazines,,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122-108,Writing About Literature,,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122-110,Writing About Society,,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122-209,Writing For Newspapers 11,,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122-250,"The Study of Literature
Required for all English majors",,3,LearningGoal(s): CW,Distribution Requirement(s): H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0128-252,French Grammar And Composition,,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0133-103,Expository Writing and Research,,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0136-201,Sophomore Seminar Research Skills,,3,"LearningGoal(s): CW,L",Distribution Requirement(s): H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0136-211,Gender in Modern China,,3,"LearningGoal(s): CW,G",Distribution Requirement(s): H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0154-395,"Independent Study Philosophical Writing
Must be taken by Majors, if possible before the Senior year,together with some higher level course. To be determined in conjuction with advisor. For majors only",,1,"LearningGoal(s): CW,L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0156-243,Introduction to Electrical Engineering,,4,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0158-101,Introduction To The American Political System,,3,LearningGoal(s): CW,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0170-203,Contemporary Sociological Theories,,3,LearningGoal(s): CW,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0170-223,"Writing For Research In Sociology and Criminal Justice
Co-Requisite: 0020-285 ""Writing for Information Literacy for Research in Sociology and Criminal Justice""",,3,LearningGoal(s): CW,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0170-231,Sociology of Power,,3,LearningGoal(s): CW,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0170-240,Sociology of Violence,,3,"LearningGoal(s): CW,L",Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0170-241,"Constructions of Genders and Sexualities 
Required for Gender Studies Minor",,3,LearningGoal(s): CW,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0170-246,Criminology,,4,"LearningGoal(s): L,CW",Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0170-278,Sexuality and School Violence,,3,LearningGoal(s): CW,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0170-336,Sociology of Education,,3,LearningGoal(s): CW,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0170-341,Gender Issues in Criminal Justice,,3,"LearningGoal(s): CW,L",Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0172-331,Survey of the Literature of Spain,,3,"LearningGoal(s): G,CW",Distribution Requirement(s): H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0187-201,"Interdisciplinary Mid-Level Research Seminar
Offered only in alternate years Must be taken in Sophomore or Junior Year",,3,"LearningGoal(s): L,CW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0193-351,"Research, Rehearsal and Production",,2,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0193-401,"Research, Rehearsal and Production
Open to Seniors OnlyCapstone Course",,2,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0199-250,"Foundations of Music Education

For majors only",,3,"LearningGoal(s): L,CW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0204-267,"Business Communications 
For Students Matriculating Fall 2016 or later, this course can fulfill either CW or CO Learning Goal,but not both. ""Open to Sophmores,Juniors,Seniors Only"" For majors only",,3,"LearningGoal(s): CW,CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0302-206,"Scholarly Writing For The Healthcare Professional

For majors and non-majors",,3,"LearningGoal(s): L,CW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0404-246,"Writing For The Helping Professions To Address Social Issues
Open to majors and non-majorsFor majors and non-majors",,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0501-103,"Writing in Psychology
Required for Psychology MajorsFor majors only",,3,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0606-246,Criminology,,4,"LearningGoal(s): L,CW",Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0803-203,"Introduction to Art and Design Education
25 hours of fieldwork required for art and design education majors. Students must post a completed fieldwork log to Moodle",,3,"LearningGoal(s): G,CW",Distribution Requirement(s): A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0811-103,Writing & Rhetoric,,4,"LearningGoal(s): CW,CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0876-201,"Scientific and Professional Writing in CSD

For majors only",,3,"LearningGoal(s): CW,L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0913-200,COMMUNICATION WRITTEN ELECTIVE,,,LearningGoal(s): CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0960-201,"Writing from a Global Perspective

For Levermore Global Scholar Students Only",,3,"LearningGoal(s): CW,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101-223,"The Caribbean
Cross-Listed with 0136-223",,3,LearningGoal(s): G,Distribution Requirement(s): H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101-252,African Music Cultures,,3,LearningGoal(s): G,Distribution Requirement(s): A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101-260,Black Writers I,,3,LearningGoal(s): G,Distribution Requirement(s): H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101-261,Black Writers I I,,3,LearningGoal(s): G,Distribution Requirement(s): H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101-265,"African History I
Cross-Listed with 0136-261",,3,LearningGoal(s): G,Distribution Requirement(s): H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101-266,"African History II
Cross-Listed with 0136-262",,3,LearningGoal(s): G,Distribution Requirement(s): H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-105,Culture and Society,,3,LearningGoal(s): G,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-111,Cultural Anthropology,,3,LearningGoal(s): G,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-113,"Archaeology 
18.75 Hours of Lab Work Required",,3.5,LearningGoal(s): G,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-219,"Food,Culture,and Art",,3,LearningGoal(s): G,Distribution Requirement(s): A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-223,Archaeology of New World,,3,"LearningGoal(s): CW,G",Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-227,Peoples of the North,,3,"LearningGoal(s): CW,G",Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-241,Religion and Power,,3,LearningGoal(s): G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-244,Rise and Fall of Civilization,,3,LearningGoal(s): G,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-248,Culture And Health,,3,LearningGoal(s): G,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-256,Cultures and Traditions of India,,3,LearningGoal(s): G,Distribution Requirement(s): SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-265,"The Developing World: Culture,Conflict and Changes",,3,"LearningGoal(s): G,CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-271,Indians of North America,,3,LearningGoal(s): G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
